snr,rssi,distance,latency_bt,latency_sat,temperature,humidity,battery,firmware,time_of_day,latitude,longitude,altitude,hour,day_of_week,is_night
10.494797100300016,-69.83507419983512,1.3803349809751404,14.900955253288522,522.880527733095,36.62859188765064,73.85748142152269,77.03483352974834,v2.0,morning,9.204977402159846,103.6276973535878,26.88279415759416,11,2,0
6.497956441725029,-69.08790533297332,1.9077872712730637,45.578357641022514,579.2117423796909,33.659705613301995,67.64693313807597,31.582276699821605,v1.0,evening,16.501008227374946,109.86904300017574,71.39859086760632,8,2,0
8.74870563865374,-75.08031596755903,4.895686393350979,55.49610928310599,291.5964315113132,30.674592278875625,43.90355877163152,31.605834304503304,v1.0,afternoon,14.46217268595496,104.9931235338631,13.981788742496647,9,2,0
7.328970336400316,-73.06718679136831,0.6193531554697793,62.91733336664463,661.2868365395475,25.37047625332075,71.39498982343412,76.23119730767979,v1.0,evening,13.645117473936748,109.66345121768566,55.96494092486439,4,2,1
12.54614132433095,-84.33118877486612,1.3718628270697173,37.772399580526105,349.8070443014328,35.860820753529524,67.64401072081,35.53027616432629,v1.1,afternoon,17.116993390750935,103.8891362167664,76.98727400652113,14,2,0
17.319177460820303,-75.83442243766373,3.6717742485794416,25.511138695054548,183.947632752584,30.75703341554059,67.46556514131669,70.95953034942622,v2.0,morning,21.49046049692208,103.4479305951715,87.48122699268598,3,2,1
12.998437832838848,-65.45053134307122,3.977666480469648,52.795487625686384,439.32447257254825,34.398578590964085,62.25348112572428,61.38051040690336,v1.1,night,21.79105862344482,103.5886921906415,50.436347717453415,5,2,1
16.07064586737401,-60.92759230515128,4.223657096686786,65.9621542616882,353.25359123713747,24.788252660867823,51.04379492503776,48.66523812678295,v1.1,night,13.678658605489776,108.16220212326448,21.561094965105347,13,2,0
12.72746502023398,-75.05259213832834,5.790356000743016,30.913359740264266,353.84312745700186,27.04817370468703,71.03998439661363,85.04203906800059,v1.1,night,21.093112071752397,102.74030015963189,59.458734928539954,15,2,0
14.361688245005857,-60.72160787686103,3.183119313096596,12.600409535853714,339.52751420421924,34.118221150042935,48.36462859421895,95.92061502324796,v2.0,evening,16.35207717273367,107.22822838348546,43.42146501905621,11,2,0
10.71861076722272,-77.99147866234651,1.6505274469752895,69.71798465898489,268.0415949290692,29.596574882454625,50.2914613564451,38.37583532330597,v1.1,morning,17.416638102988596,108.67866297901392,38.76630163186724,15,2,0
17.113123789837946,-67.39475693282868,0.9010245016109436,80.78732605768514,412.79632969629074,22.41314412155138,56.45881608588181,99.57291147019092,v1.0,morning,10.680588312203524,106.74036988915266,57.0493656261302,4,2,1
19.812238782159582,-74.52594783127844,2.734628616035144,52.357911837208974,396.752742682182,38.55752782966123,59.75226704605902,71.59897438186005,v1.1,evening,11.008355576735235,102.22629799463137,19.407380146950445,3,2,1
14.348230138378142,-72.99078449524507,0.2028251103460127,27.48747684843196,843.3299651314646,19.234892385572792,54.56853081195284,24.044815815511544,v1.1,night,13.732650593165248,103.4819461987614,41.77780109063018,3,2,1
14.62621443453532,-62.72745568406359,0.3216764155942276,41.47320364669365,190.34477675166968,28.39511206298745,61.28494220233389,25.13423848466404,v1.0,evening,21.66663052859141,106.06627678667527,63.66285788795332,16,2,0
11.343402349112903,-70.44868777990784,9.598269234720856,74.4144304488822,64.8190581041564,34.52261034624635,85.14014139623497,80.36659232145016,v1.0,morning,8.128253614259371,102.84119825279684,67.10903208320705,7,2,0
12.397329221716904,-79.36102495077967,2.2742534567947703,82.74084428640549,474.223903106767,44.13958155176729,65.64377139227254,79.02250918307047,v1.1,evening,12.403284830702765,104.36312800497689,65.96469177843004,16,2,0
12.240343978460654,-68.75296969981558,5.767580141749635,28.486647808634302,512.4036131055507,23.2585583039939,37.74657367446058,36.401902311246666,v1.1,evening,11.995885943824756,102.4962221710652,2.1787553030355937,11,2,0
15.475193353222195,-68.03416457967148,7.266855032201203,42.8933463393742,431.50305161180495,24.67341288700346,64.94930005512792,47.35360344396848,v2.0,morning,9.097920455269874,102.79116949400958,87.11943886338656,3,2,1
12.335306511717445,-74.2930765967365,4.985976998266661,45.54818031992123,173.65605360509136,25.718414394167556,62.12727218062818,94.0014912696931,v2.0,afternoon,17.78104328281173,107.2458218254986,80.17072495501293,13,2,0
